Date,Open,High,Low,Close,Adj Close,Volume
2019-06-03,17.040001,17.825001,16.924999,17.584999,17.584999,19377936
2019-06-10,17.584999,18.014999,17.540001,17.690001,17.690001,11474978
2019-06-17,16.000000,16.120001,14.755000,14.815000,14.815000,56260209
2019-06-24,14.965000,15.195000,14.335000,15.070000,15.070000,25543587
2019-07-01,15.100000,15.500000,14.810000,15.325000,15.325000,17892253
2019-07-08,15.290000,15.410000,14.730000,14.960000,14.960000,18980582
2019-07-15,15.030000,15.450000,14.805000,15.055000,15.055000,19883920
2019-07-22,15.050000,15.585000,14.975000,15.035000,15.035000,17329852
2019-07-29,15.105000,15.220000,14.005000,14.515000,14.515000,28163030
2019-08-05,14.395000,14.835000,14.290000,14.415000,14.415000,18319759
2019-08-12,14.485000,14.495000,12.580000,13.095000,13.095000,29342901
2019-08-19,13.150000,13.720000,12.945000,13.100000,13.100000,20066512
2019-08-26,13.155000,14.145000,13.155000,13.980000,13.980000,22264831
2019-09-02,14.010000,14.305000,13.710000,14.135000,14.135000,18740254
2019-09-09,14.200000,14.980000,13.690000,14.945000,14.945000,26725589
2019-09-16,14.480000,14.650000,13.985000,14.075000,14.075000,28981880
2019-09-23,14.100000,14.755000,13.685000,14.280000,14.280000,27106137
2019-09-30,14.315000,14.840000,13.815000,13.935000,13.935000,18295106
2019-10-07,14.005000,14.990000,13.890000,14.765000,14.765000,24132858
2019-10-14,14.760000,15.885000,14.445000,15.510000,15.510000,25878374
2019-10-21,15.550000,16.219999,15.530000,15.895000,15.895000,22821076
2019-10-28,15.830000,16.000000,15.340000,15.755000,15.755000,18650266
2019-11-04,15.870000,17.719999,15.815000,17.424999,17.424999,32507169
2019-11-11,17.395000,17.950001,17.245001,17.695000,17.695000,17633992
2019-11-18,17.645000,17.875000,16.965000,17.230000,17.230000,16828421
2019-11-25,17.360001,17.485001,16.879999,17.219999,17.219999,12103393
2019-12-02,17.450001,17.625000,16.514999,17.020000,17.020000,15569747
2019-12-09,17.040001,17.200001,16.180000,16.795000,16.795000,15397502
2019-12-16,16.924999,17.200001,16.530001,16.674999,16.674999,15047185
2019-12-23,16.620001,16.674999,16.285000,16.424999,16.424999,5179924
2019-12-30,16.400000,16.775000,15.310000,15.590000,15.590000,21070976
2020-01-06,15.425000,16.465000,15.000000,15.815000,15.815000,31982610
2020-01-13,15.800000,15.845000,15.180000,15.250000,15.250000,23032504
2020-01-20,15.240000,15.240000,14.280000,14.425000,14.425000,34319408
2020-01-27,14.095000,14.290000,13.450000,13.830000,13.830000,44041252
2020-02-03,13.835000,15.465000,13.760000,14.690000,14.690000,36909013
2020-02-10,14.630000,15.465000,14.475000,15.210000,15.210000,25175218
2020-02-17,15.340000,15.440000,14.720000,14.815000,14.815000,25222872
2020-02-24,13.945000,14.000000,11.520000,11.690000,11.690000,85175750
2020-03-02,11.945000,12.285000,10.700000,11.475000,11.475000,110073259
2020-03-09,10.875000,11.620000,8.532000,9.400000,9.400000,132668293
2020-03-16,8.810000,9.740000,8.020000,9.160000,9.160000,78365731
2020-03-23,9.000000,10.540000,8.370000,9.048000,9.048000,53080255
2020-03-30,9.232000,9.368000,7.806000,7.950000,7.950000,59338833
2020-04-06,8.440000,9.396000,8.232000,8.880000,8.880000,41773692
2020-04-13,8.880000,9.224000,8.042000,8.344000,8.344000,40506363
2020-04-20,8.424000,8.570000,7.020000,7.180000,7.180000,55101805
2020-04-27,7.776000,8.892000,7.570000,8.158000,8.158000,53333093
2020-05-04,8.174000,8.250000,7.488000,7.778000,7.778000,40522307
2020-05-11,7.890000,7.912000,7.120000,7.488000,7.488000,30542193
2020-05-18,7.620000,8.578000,7.522000,8.038000,8.038000,47522671
2020-05-25,8.192000,10.090000,8.074000,9.142000,9.142000,89603773
2020-06-01,null,null,null,null,null,null
