Date,Open,High,Low,Close,Adj Close,Volume
2019-05-27,131.520004,132.000000,129.610001,131.149994,127.575386,7811000
2019-06-03,131.500000,139.589996,131.039993,138.550003,134.773682,37593800
2019-06-10,138.600006,142.910004,137.600006,140.089996,136.271713,36490600
2019-06-17,140.000000,142.429993,139.210007,142.089996,138.217178,37686900
2019-06-24,142.419998,144.979996,138.509995,139.279999,135.483795,39111700
2019-07-01,140.199997,142.179993,138.690002,140.570007,136.738632,18462200
2019-07-08,140.119995,142.470001,132.320007,134.300003,130.639526,36767400
2019-07-15,135.389999,136.360001,130.190002,130.309998,126.758278,43658700
2019-07-22,130.000000,131.529999,127.839996,130.729996,127.166824,39059400
2019-07-29,131.000000,133.309998,129.020004,131.070007,127.497559,36346400
2019-08-05,130.910004,132.759995,128.190002,132.039993,128.441116,34070100
2019-08-12,131.500000,134.100006,129.250000,131.360001,127.779648,31427100
2019-08-19,132.500000,132.660004,127.129997,127.730003,124.248596,42100300
2019-08-26,127.419998,132.399994,126.629997,128.360001,124.861420,53073100
2019-09-02,127.989998,129.899994,127.510002,128.210007,125.650055,22029800
2019-09-09,128.000000,131.770004,126.339996,130.779999,128.168732,32747600
2019-09-16,130.110001,132.000000,128.779999,131.649994,129.021362,31234900
2019-09-23,131.020004,132.779999,126.699997,128.600006,126.032265,30361500
2019-09-30,129.070007,134.699997,129.000000,133.660004,130.991226,40507800
2019-10-07,133.089996,133.820007,128.520004,131.330002,128.707748,33366400
2019-10-14,131.360001,137.490005,127.699997,127.699997,125.150223,62445700
2019-10-21,128.669998,130.580002,126.099998,128.350006,125.787254,47189600
2019-10-28,128.619995,133.529999,128.509995,131.199997,128.580338,35238200
2019-11-04,131.800003,133.039993,129.679993,133.000000,130.344406,28724300
2019-11-11,132.270004,134.970001,130.139999,134.940002,132.245682,30198100
2019-11-18,134.220001,138.630005,132.660004,138.070007,135.313171,37739100
2019-11-25,137.059998,138.270004,135.149994,137.490005,134.744766,25550300
2019-12-02,137.720001,141.580002,136.160004,140.380005,138.530228,29829100
2019-12-09,140.389999,142.059998,139.910004,141.380005,139.517029,25452400
2019-12-16,141.729996,147.839996,141.490005,146.059998,144.135361,47872200
2019-12-23,145.740005,146.759995,145.160004,145.750000,143.829453,17249600
2019-12-30,145.779999,146.199997,143.000000,144.279999,142.378815,18887700
2020-01-06,144.000000,146.179993,141.380005,145.059998,143.148544,32875300
2020-01-13,145.479996,149.410004,144.720001,149.169998,147.204391,32150600
2020-01-20,148.580002,150.169998,146.000000,148.320007,146.365601,37573000
2020-01-27,147.520004,151.190002,147.000000,148.869995,146.908340,36334600
2020-02-03,149.419998,154.500000,149.240005,151.889999,149.888550,30188000
2020-02-10,151.679993,152.380005,149.149994,150.130005,148.151749,24914200
2020-02-17,150.470001,150.740005,147.399994,149.929993,147.954361,28587400
2020-02-24,146.500000,149.000000,130.820007,134.479996,132.707962,63601900
2020-03-02,134.779999,143.639999,133.100006,142.029999,141.052216,59309500
2020-03-09,136.330002,141.949997,124.500000,134.289993,133.365494,85933500
2020-03-16,123.570000,136.770004,118.129997,119.889999,119.064636,93578200
2020-03-23,117.000000,127.620003,109.160004,123.160004,122.312126,79606100
2020-03-30,128.460007,135.710007,125.500000,134.169998,133.246323,71771900
2020-04-06,137.009995,145.419998,135.539993,141.229996,140.257721,48446900
2020-04-13,140.000000,152.300003,137.839996,152.020004,150.973450,57055200
2020-04-20,150.929993,157.000000,148.570007,154.860001,153.793900,53014700
2020-04-27,154.809998,156.050003,146.789993,148.289993,147.269119,48904500
2020-05-04,148.770004,150.779999,147.089996,148.699997,147.676300,30234900
2020-05-11,148.449997,150.479996,144.259995,150.440002,149.404327,37107500
2020-05-18,152.490005,153.619995,144.059998,144.369995,143.376099,31838900
2020-05-25,146.190002,149.350006,143.009995,148.750000,148.750000,29717100
