Date,Open,High,Low,Close,Adj Close,Volume
2019-05-27,78.769997,83.169998,77.779999,79.730003,79.730003,1594300
2019-06-03,80.000000,98.889999,75.650002,94.050003,94.050003,16513000
2019-06-10,98.510002,105.985001,91.570000,100.290001,100.290001,17455300
2019-06-17,101.000000,107.339996,97.000000,100.470001,100.470001,12426800
2019-06-24,100.849998,101.500000,84.605003,88.790001,88.790001,18683500
2019-07-01,85.129997,91.970001,83.099998,91.879997,91.879997,12481600
2019-07-08,91.440002,94.930000,89.099998,93.300003,93.300003,9884300
2019-07-15,94.000000,101.987000,92.879997,93.379997,93.379997,12053100
2019-07-22,94.190002,104.489998,93.504997,102.199997,102.199997,9919400
2019-07-29,102.599998,102.998001,92.099998,93.660004,93.660004,10028000
2019-08-05,90.699997,95.839996,87.290001,94.199997,94.199997,5525300
2019-08-12,93.050003,96.223000,89.690002,92.529999,92.529999,5551300
2019-08-19,94.180000,96.199997,90.410004,91.629997,91.629997,4983500
2019-08-26,92.330002,93.690002,88.710999,91.669998,91.669998,4709400
2019-09-02,91.500000,96.500000,84.860001,85.410004,85.410004,16221100
2019-09-09,85.750000,85.940002,76.809998,78.849998,78.849998,14912500
2019-09-16,78.500000,86.000000,78.260002,82.629997,82.629997,9322100
2019-09-23,82.290001,83.599998,75.089996,76.040001,76.040001,8013900
2019-09-30,76.129997,78.489998,73.389999,76.529999,76.529999,8528600
2019-10-07,76.989998,77.430000,70.902000,71.349998,71.349998,10752900
2019-10-14,70.459999,71.269997,64.529999,66.080002,66.080002,27172300
2019-10-21,65.290001,66.500000,60.967999,63.450001,63.450001,16605600
2019-10-28,63.959999,70.550003,62.259998,70.389999,70.389999,16972000
2019-11-04,70.809998,70.849998,65.360001,69.849998,69.849998,7297000
2019-11-11,69.510002,71.099998,66.709999,70.010002,70.010002,8179800
2019-11-18,70.470001,74.000000,68.190002,73.160004,73.160004,10340300
2019-11-25,73.800003,75.839996,72.860001,74.500000,74.500000,5641400
2019-12-02,74.059998,74.500000,62.110001,62.740002,62.740002,22585500
2019-12-09,62.389999,67.269997,62.020000,63.540001,63.540001,18622100
2019-12-16,63.590000,68.480003,63.560001,66.930000,66.930000,11632700
2019-12-23,67.019997,68.190002,65.739998,66.639999,66.639999,4569100
2019-12-30,66.559998,69.235001,65.519997,67.279999,67.279999,4957500
2020-01-06,66.629997,74.000000,65.811996,73.089996,73.089996,17046400
2020-01-13,73.889999,78.790001,72.260002,75.559998,75.559998,13575800
2020-01-20,75.559998,77.120003,72.375000,73.000000,73.000000,6047500
2020-01-27,71.330002,76.669998,70.260002,76.300003,76.300003,8669400
2020-02-03,77.690002,93.300003,77.510002,88.639999,88.639999,33808600
2020-02-10,89.089996,91.930000,86.519997,90.949997,90.949997,12176000
2020-02-17,93.019997,110.750000,92.400002,101.760002,101.760002,30214400
2020-02-24,97.800003,121.930000,97.019997,105.000000,105.000000,67641000
2020-03-02,109.349998,129.830002,102.500000,114.320000,114.320000,84418800
2020-03-09,105.000000,116.500000,100.879997,107.470001,107.470001,58723400
2020-03-16,105.000000,135.979996,102.000000,130.550003,130.550003,79647500
2020-03-23,141.996994,164.940002,133.880005,151.699997,151.699997,87350400
2020-03-30,160.759995,161.690002,114.500000,128.199997,128.199997,76791100
2020-04-06,113.629997,125.877998,108.529999,124.510002,124.510002,87301400
2020-04-13,127.000000,154.250000,125.603996,150.059998,150.059998,67751500
2020-04-20,153.300003,181.500000,138.360001,158.800003,158.800003,93689900
2020-04-27,156.589996,167.850006,132.669998,138.559998,138.559998,85748900
2020-05-04,140.770004,162.000000,140.449997,155.399994,155.399994,38060100
2020-05-11,159.429993,175.440002,158.000000,174.830002,174.830002,43583400
2020-05-18,170.029999,177.800003,162.641998,171.059998,171.059998,34859800
2020-05-25,169.100006,179.990005,149.160004,179.479996,179.479996,38464500
