Date,Open,High,Low,Close,Adj Close,Volume
2019-05-27,124.230003,124.620003,123.320000,123.680000,122.176575,26646800
2019-06-03,123.849998,132.250000,119.010002,131.399994,129.802719,147636900
2019-06-10,132.399994,134.240005,130.710007,132.449997,130.839981,102498000
2019-06-17,132.630005,137.729996,132.529999,136.970001,135.305038,133967200
2019-06-24,137.000000,138.399994,132.729996,133.960007,132.331619,124214400
2019-07-01,136.630005,137.740005,134.970001,137.059998,135.393936,69662400
2019-07-08,136.399994,139.220001,135.369995,138.899994,137.211563,102201900
2019-07-15,139.440002,140.669998,134.669998,136.619995,134.959274,139389700
2019-07-22,137.410004,141.679993,137.330002,141.339996,139.621902,101242300
2019-07-29,141.500000,141.509995,135.080002,136.899994,135.235855,143400300
2019-08-05,133.300003,139.380005,130.779999,137.710007,136.036041,159824000
2019-08-12,137.070007,138.800003,132.250000,136.130005,134.475235,130682000
2019-08-19,137.850006,139.490005,132.800003,133.389999,132.207321,117702400
2019-08-26,134.990005,139.179993,133.550003,137.860001,136.637711,104916800
2019-09-02,136.610001,140.380005,135.699997,139.100006,137.866699,83791500
2019-09-09,139.589996,139.750000,134.509995,137.320007,136.102478,129776500
2019-09-16,135.830002,142.369995,135.660004,139.440002,138.203690,133467100
2019-09-23,139.229996,140.690002,136.029999,137.729996,136.508835,108228800
2019-09-30,138.050003,140.250000,133.220001,138.119995,136.895386,116299800
2019-10-07,137.139999,141.029999,135.619995,139.679993,138.441544,103704700
2019-10-14,139.690002,141.789993,136.559998,137.410004,136.191681,107485700
2019-10-21,138.449997,141.139999,135.610001,140.729996,139.482239,140342800
2019-10-28,144.399994,145.669998,142.649994,143.720001,142.445740,132099700
2019-11-04,144.830002,145.990005,143.199997,145.960007,144.665878,86257400
2019-11-11,145.339996,149.990005,144.729996,149.970001,148.640335,93138900
2019-11-18,150.070007,151.330002,148.460007,149.589996,148.263702,105644400
2019-11-25,150.000000,152.500000,149.919998,151.380005,150.548370,74202700
2019-12-02,151.809998,151.869995,146.649994,151.750000,150.916321,103331700
2019-12-09,151.070007,154.889999,150.330002,154.529999,153.681061,100477600
2019-12-16,155.110001,158.490005,153.750000,157.410004,156.545242,152135400
2019-12-23,158.119995,159.550003,157.119995,158.960007,158.086731,59640800
2019-12-30,158.990005,160.729996,156.449997,158.619995,157.748581,78456100
2020-01-06,157.080002,163.220001,156.509995,161.339996,160.453644,112305200
2020-01-13,161.759995,167.470001,161.259995,167.100006,166.182007,124758900
2020-01-20,166.679993,168.190002,164.449997,165.039993,164.133316,98254900
2020-01-27,161.149994,174.050003,160.199997,170.229996,169.294800,179472700
2020-02-03,170.429993,185.630005,170.399994,183.889999,182.879761,167049200
2020-02-10,183.580002,190.699997,181.850006,185.350006,184.331741,194512400
2020-02-17,185.610001,188.179993,177.250000,178.589996,177.608871,143224700
2020-02-24,167.770004,174.839996,152.000000,162.009995,161.560043,382697700
2020-03-02,165.309998,175.000000,156.000000,161.570007,161.121277,313160600
2020-03-09,151.000000,161.910004,138.580002,158.830002,158.388870,378099100
2020-03-16,140.000000,150.149994,135.000000,137.350006,136.968536,421347800
2020-03-23,137.009995,156.660004,132.520004,149.699997,149.284225,358740500
2020-03-30,152.440002,164.779999,150.009995,153.830002,153.402771,290191400
2020-04-06,160.320007,170.000000,157.580002,165.139999,164.681351,229630700
2020-04-13,164.350006,180.000000,162.300003,178.600006,178.103973,238965600
2020-04-20,176.630005,178.750000,166.110001,174.550003,174.065216,194621000
2020-04-27,176.589996,180.399994,169.389999,174.570007,174.085175,211905500
2020-05-04,174.490005,185.000000,173.800003,184.679993,184.167068,158580000
2020-05-11,183.149994,187.509995,175.679993,183.160004,182.651306,196126700
2020-05-18,185.750000,186.669998,182.539993,183.509995,183.000320,143313400
2020-05-25,186.339996,186.500000,176.600006,183.250000,183.250000,151547600
