Date,Open,High,Low,Close,Adj Close,Volume
2019-06-10,16.350000,16.530001,16.280001,16.510000,16.059189,2011800
2019-06-17,16.480000,16.580000,15.680000,15.800000,15.368576,870600
2019-06-24,16.139999,16.200001,15.690000,15.880000,15.446391,1197000
2019-07-01,15.640000,16.330000,15.520000,16.059999,15.621475,831100
2019-07-08,16.020000,16.719999,15.980000,16.590000,16.137005,969300
2019-07-15,16.480000,16.930000,16.430000,16.500000,16.049463,544300
2019-07-22,16.469999,16.520000,16.030001,16.110001,15.670112,717400
2019-07-29,16.320000,16.450001,14.970000,15.020000,14.609874,1431400
2019-08-05,14.780000,14.780000,14.420000,14.600000,14.201343,1039100
2019-08-12,14.830000,15.060000,14.690000,15.060000,14.648782,1289700
2019-08-19,15.020000,15.200000,14.900000,14.910000,14.502876,1537800
2019-08-26,15.120000,15.860000,14.840000,15.780000,15.534599,6164300
2019-09-02,15.630000,16.090000,15.630000,15.900000,15.652734,826800
2019-09-09,15.850000,16.070000,15.710000,15.820000,15.573977,1800900
2019-09-16,15.810000,16.040001,15.670000,15.850000,15.603512,1331200
2019-09-23,15.870000,16.680000,15.850000,16.520000,16.263092,3064400
2019-09-30,15.870000,16.049999,15.120000,15.560000,15.318022,2747600
2019-10-07,15.670000,15.790000,15.370000,15.620000,15.377089,888900
2019-10-14,15.630000,15.840000,15.320000,15.750000,15.505067,784500
2019-10-21,15.640000,15.640000,14.990000,15.180000,14.943932,2267300
2019-10-28,15.110000,15.850000,15.110000,15.590000,15.347555,1742500
2019-11-04,15.520000,15.580000,15.290000,15.390000,15.150665,872600
2019-11-11,15.170000,15.350000,15.140000,15.300000,15.062065,1936200
2019-11-18,15.550000,15.790000,15.430000,15.540000,15.298332,6619800
2019-11-25,15.570000,16.110001,15.570000,16.030001,15.780713,5994600
2019-12-02,16.049999,16.059999,15.560000,16.020000,15.770868,6528200
2019-12-09,15.890000,16.459999,15.890000,16.370001,16.115425,1510000
2019-12-16,16.530001,16.790001,15.730000,16.309999,16.056356,1498500
2019-12-23,16.120001,16.600000,16.120001,16.549999,16.292625,759700
2019-12-30,16.700001,16.700001,16.129999,16.450001,16.194181,827000
2020-01-06,16.350000,16.580000,15.950000,16.020000,15.770868,1307700
2020-01-13,16.059999,16.520000,15.930000,16.430000,16.174492,2313600
2020-01-20,16.230000,16.410000,16.070000,16.260000,16.007135,1035500
2020-01-27,16.129999,16.980000,16.049999,16.830000,16.568272,993100
2020-02-03,16.879999,17.190001,16.799999,17.040001,16.775005,1500700
2020-02-10,17.010000,17.120001,16.629999,16.840000,16.578115,1026800
2020-02-17,16.650000,17.250000,16.650000,16.870001,16.607651,772900
2020-02-24,16.230000,16.450001,14.580000,14.950000,14.717507,1994400
2020-03-02,15.040000,16.230000,14.800000,15.970000,15.721645,3047100
2020-03-09,15.170000,15.490000,13.100000,13.940000,13.723214,5630000
2020-03-16,13.240000,15.050000,12.760000,14.070000,13.851192,6264400
2020-03-23,13.140000,15.480000,13.140000,15.210000,14.973464,7676200
2020-03-30,15.470000,15.780000,15.160000,15.480000,15.239265,4089700
2020-04-06,15.380000,16.000000,15.030000,15.950000,15.701956,5086300
2020-04-13,16.000000,16.629999,15.650000,15.980000,15.731489,3665400
2020-04-20,16.080000,16.570000,15.410000,16.520000,16.520000,5911400
2020-04-27,16.610001,17.270000,16.030001,16.719999,16.719999,9613000
2020-05-04,16.700001,17.240000,16.410000,16.930000,16.930000,1967900
2020-05-11,17.090000,17.700001,17.049999,17.440001,17.440001,1878100
2020-05-18,17.799999,17.950001,17.280001,17.520000,17.520000,2063400
2020-05-25,17.459999,17.950001,16.980000,17.879999,17.879999,1406500
2020-06-01,17.840000,18.160000,17.320000,17.320000,17.320000,4171900
2020-06-08,17.230000,17.980000,17.209999,17.510000,17.510000,2805400
2020-06-12,17.542000,17.598000,17.280001,17.510000,17.510000,214266
